InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C13H9N3O3/c14-13-8-6-7(16(18)19)4-5-9(8)15-10-2-1-3-11(17)12(10)13/h1-6,17H,(H2,14,15)",NKRXFLLKBIWQBY-UHFFFAOYSA-N,NC1=C2C(=CC=CC2=NC3=CC=C(C=C13)[N+]([O-])=O)O,,,C13H9N3O3,255.06439114799997,2.8933999999999997,0,0,0,BTM00963,BTM00963,Aromatic hydroxylation of fused benzene ring,BTMR1032,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,171,NC1=C2C=CC=CC2=NC3=CC=C(C=C13)[N+]([O-])=O,"InChI=1S/C13H9N3O2/c14-13-9-3-1-2-4-11(9)15-12-6-5-8(16(17)18)7-10(12)13/h1-7H,(H2,14,15)",QFSMBYCXODQZJA-UHFFFAOYSA-N,,239.0694
"InChI=1S/C13H9N3O3/c17-15-13-9-3-1-2-4-11(9)14-12-6-5-8(16(18)19)7-10(12)13/h1-7,17H,(H,14,15)",NAYLXBSTKARIRO-UHFFFAOYSA-N,N(C1=C2C=CC=CC2=NC3=CC=C(C=C13)[N+]([O-])=O)O,,,C13H9N3O3,255.064391148,3.1535,0,0,0,BTM00964,BTM00964,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,171,NC1=C2C=CC=CC2=NC3=CC=C(C=C13)[N+]([O-])=O,"InChI=1S/C13H9N3O2/c14-13-9-3-1-2-4-11(9)15-12-6-5-8(16(17)18)7-10(12)13/h1-7H,(H2,14,15)",QFSMBYCXODQZJA-UHFFFAOYSA-N,,239.0694
"InChI=1S/C13H11NO/c14-13-11(15)6-5-9-7-8-3-1-2-4-10(8)12(9)13/h1-6,15H,7,14H2",DGHQYLBAYHANKN-UHFFFAOYSA-N,NC1=C(C=CC=2CC3=CC=CC=C3C12)O,,,C13H11NO,197.084063972,2.6063999999999994,0,0,0,BTM00965,BTM00965,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C13H11NO/c14-12-7-10(15)6-9-5-8-3-1-2-4-11(8)13(9)12/h1-4,6-7,15H,5,14H2",BYVNXWFYJCRGEM-UHFFFAOYSA-N,NC1=CC(=CC=2CC3=CC=CC=C3C12)O,,,C13H11NO,197.084063972,2.6063999999999994,0,0,0,BTM00966,BTM00966,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C13H11NO/c14-12-3-1-2-8-6-9-7-10(15)4-5-11(9)13(8)12/h1-5,7,15H,6,14H2",QSGZILYMUGTTMD-UHFFFAOYSA-N,NC1=CC=CC=2CC3=CC(=CC=C3C12)O,,,C13H11NO,197.084063972,2.6063999999999994,0,0,0,BTM00967,BTM00967,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C13H11NO/c14-12-3-1-2-9-6-8-4-5-10(15)7-11(8)13(9)12/h1-5,7,15H,6,14H2",NXKJPRNQHVVSAO-UHFFFAOYSA-N,NC1=CC=CC=2CC3=CC=C(C=C3C12)O,,,C13H11NO,197.084063972,2.6063999999999994,0,0,0,BTM00968,BTM00968,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C13H11NO/c14-11-5-1-3-8-7-10-9(13(8)11)4-2-6-12(10)15/h1-6,15H,7,14H2",UAYFWEPQBHJBFE-UHFFFAOYSA-N,NC1=CC=CC=2CC3=C(C=CC=C3C12)O,,,C13H11NO,197.084063972,2.6063999999999994,0,0,0,BTM00969,BTM00969,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C13H11NO/c14-10-5-1-3-8-7-9-4-2-6-11(15)13(9)12(8)10/h1-6,15H,7,14H2",HWPURFBPOOOUSH-UHFFFAOYSA-N,NC1=CC=CC=2CC3=CC=CC(=C3C12)O,,,C13H11NO,197.084063972,2.6063999999999994,0,0,0,BTM00970,BTM00970,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C13H11NO/c15-14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7,14-15H,8H2",DNLMXKSEBHKGKY-UHFFFAOYSA-N,N(C1=CC=CC=2CC3=CC=CC=C3C12)O,,,C13H11NO,197.084063972,2.8665000000000003,0,0,0,BTM00971,BTM00971,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,172,NC1=CC=CC=2CC3=CC=CC=C3C12,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",NNHRVRJFHLVIIV-UHFFFAOYSA-N,,181.0891
"InChI=1S/C14H11NO/c15-13-7-10-6-5-9-3-1-2-4-11(9)12(10)8-14(13)16/h1-8,16H,15H2",NSSLUVXJAPYVLF-UHFFFAOYSA-N,NC1=C(C=C2C(C=CC3=CC=CC=C23)=C1)O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00972,BTM00972,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-11-3-5-13-9(7-11)1-2-10-8-12(16)4-6-14(10)13/h1-8,16H,15H2",LPDIDRGZKJDMAK-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=CC(=CC=C23)O)=C1,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00973,BTM00973,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-11-4-6-13-10(7-11)2-1-9-3-5-12(16)8-14(9)13/h1-8,16H,15H2",WKOPGDOQTCGDEW-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=CC=C(C=C23)O)=C1,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00974,BTM00974,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-13-8-7-11-10-4-2-1-3-9(10)5-6-12(11)14(13)16/h1-8,16H,15H2",NOYQLZSZLJQHGO-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00975,BTM00975,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-11-6-7-12-10(8-11)5-4-9-2-1-3-13(16)14(9)12/h1-8,16H,15H2",RQDJILIYCYCMLY-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=CC=CC(=C23)O)=C1,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00976,BTM00976,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-11-7-10-6-5-9-3-1-2-4-12(9)14(10)13(16)8-11/h1-8,16H,15H2",BRJLALGJCOMZIC-UHFFFAOYSA-N,NC1=CC(=C2C(C=CC3=CC=CC=C23)=C1)O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00977,BTM00977,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-10-5-7-11-9(8-10)4-6-13-12(11)2-1-3-14(13)16/h1-8,16H,15H2",RQVZNQWWAAPAIE-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C(C=CC=C23)O)=C1,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00978,BTM00978,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c16-15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9,15-16H",FUAIWCCBMZPKSK-UHFFFAOYSA-N,N(C1=CC=C2C(C=CC3=CC=CC=C23)=C1)O,,,C14H11NO,209.084063972,3.0202999999999998,0,0,0,BTM00979,BTM00979,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H9NO/c15-11-7-9-6-5-8-3-1-2-4-10(8)12(9)14-13(11)16-14/h1-7H,15H2",GCCRAIIHKHXAGU-UHFFFAOYSA-N,NC1=C2C(=C3C(C=CC4=CC=CC=C34)=C1)O2,,,C14H9NO,207.068413908,2.7578000000000005,0,0,0,BTM00980,BTM00980,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H9NO/c15-9-2-4-10-8(7-9)1-3-12-11(10)5-6-13-14(12)16-13/h1-7H,15H2",ZAYAPNJXHURVSZ-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C4C(=CC=C23)O4)=C1,,,C14H9NO,207.068413908,2.7578000000000005,0,0,0,BTM00981,BTM00981,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H9NO/c15-10-4-5-11-9(7-10)2-1-8-3-6-12-14(16-12)13(8)11/h1-7H,15H2",WGQSGPANVOKLGN-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=CC=C4C(=C23)O4)=C1,,,C14H9NO,207.068413908,2.7578000000000005,0,0,0,BTM00982,BTM00982,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,173,NC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H11N/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9H,15H2",ZEAWSFHWVLOENK-UHFFFAOYSA-N,,193.0891
"InChI=1S/C13H11N3O/c14-12-7-3-1-2-4-8(7)16-9-5-6-10(17)13(15)11(9)12/h1-6,17H,15H2,(H2,14,16)",GMQJTIUCZFLDMU-UHFFFAOYSA-N,NC1=C(C=CC2=NC3=CC=CC=C3C(N)=C12)O,,,C13H11N3O,225.090211972,1.8473999999999995,0,1,1,BTM00983,BTM00983,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-9-5-7(17)6-11-12(9)13(15)8-3-1-2-4-10(8)16-11/h1-6,17H,14H2,(H2,15,16)",RICHVELXDNNQJI-UHFFFAOYSA-N,NC1=CC(=CC2=NC3=CC=CC=C3C(N)=C12)O,,,C13H11N3O,225.090211972,1.8473999999999995,0,1,1,BTM00984,BTM00984,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-9-2-1-3-10-12(9)13(15)8-5-4-7(17)6-11(8)16-10/h1-6,17H,14H2,(H2,15,16)",VOMDHMLKKAGRQC-UHFFFAOYSA-N,NC1=CC=CC2=NC3=CC(=CC=C3C(N)=C12)O,,,C13H11N3O,225.090211972,1.8473999999999995,0,1,1,BTM00985,BTM00985,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-9-2-1-3-11-12(9)13(15)8-6-7(17)4-5-10(8)16-11/h1-6,17H,14H2,(H2,15,16)",FMDVKHPCICTQOB-UHFFFAOYSA-N,NC1=CC=CC2=NC3=CC=C(C=C3C(N)=C12)O,,,C13H11N3O,225.090211972,1.8473999999999995,0,1,1,BTM00986,BTM00986,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-8-4-2-5-9-11(8)12(15)7-3-1-6-10(17)13(7)16-9/h1-6,17H,14H2,(H2,15,16)",SNSQVXITCSWDAY-UHFFFAOYSA-N,NC1=CC=CC2=NC3=C(C=CC=C3C(N)=C12)O,,,C13H11N3O,225.090211972,1.8473999999999995,0,1,1,BTM00987,BTM00987,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-7-3-1-4-8-11(7)13(15)12-9(16-8)5-2-6-10(12)17/h1-6,17H,14H2,(H2,15,16)",JQCJGBJOSWBOOF-UHFFFAOYSA-N,NC1=CC=CC2=NC3=CC=CC(=C3C(N)=C12)O,,,C13H11N3O,225.090211972,1.8473999999999995,0,1,1,BTM00988,BTM00988,Aromatic hydroxylation of fused benzene ring,BTMR1032,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-13-8-4-1-2-5-9(8)15-10-6-3-7-11(16-17)12(10)13/h1-7,16-17H,(H2,14,15)",DVBRHQBXKPQILA-UHFFFAOYSA-N,N(C1=CC=CC2=NC3=CC=CC=C3C(N)=C12)O,,,C13H11N3O,225.090211972,2.1075000000000004,0,1,1,BTM00989,BTM00989,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C13H11N3O/c14-9-5-3-7-11-12(9)13(16-17)8-4-1-2-6-10(8)15-11/h1-7,17H,14H2,(H,15,16)",RDLNNADAVVVRGL-UHFFFAOYSA-N,NC1=CC=CC2=NC3=CC=CC=C3C(NO)=C12,,,C13H11N3O,225.090211972,2.1075000000000004,0,1,1,BTM00990,BTM00990,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,174,NC1=CC=CC2=NC3=CC=CC=C3C(N)=C12,"InChI=1S/C13H11N3/c14-9-5-3-7-11-12(9)13(15)8-4-1-2-6-10(8)16-11/h1-7H,14H2,(H2,15,16)",NDNCMVVGTGZIMI-UHFFFAOYSA-N,,209.0952
"InChI=1S/C14H11NO/c15-14-12-4-2-1-3-9(12)7-10-5-6-11(16)8-13(10)14/h1-8,16H,15H2",LLUSZMLASNBLRN-UHFFFAOYSA-N,NC1=C2C=C(C=CC2=CC3=CC=CC=C13)O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00991,BTM00991,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-14-12-4-2-1-3-9(12)7-10-8-11(16)5-6-13(10)14/h1-8,16H,15H2",NCDFUNIWFFDDAD-UHFFFAOYSA-N,NC1=C2C=CC(=CC2=CC3=CC=CC=C13)O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00992,BTM00992,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-14-11-6-2-1-4-9(11)8-10-5-3-7-12(16)13(10)14/h1-8,16H,15H2",RXQUPNBPTYLQAW-UHFFFAOYSA-N,NC1=C2C=CC=CC2=CC3=CC=CC(=C13)O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00993,BTM00993,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-14-10-5-2-1-4-9(10)8-12-11(14)6-3-7-13(12)16/h1-8,16H,15H2",PETQIGIZSKAPQL-UHFFFAOYSA-N,NC1=C2C=CC=CC2=CC3=C(C=CC=C13)O,,,C14H11NO,209.084063972,2.7601999999999998,0,0,0,BTM00994,BTM00994,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c16-15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9,15-16H",KXDSNGOOKXHMHU-UHFFFAOYSA-N,N(C1=C2C=CC=CC2=CC3=CC=CC=C13)O,,,C14H11NO,209.084063972,3.0202999999999998,0,0,0,BTM00995,BTM00995,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-13-10-4-2-1-3-8(10)7-9-5-6-11-14(16-11)12(9)13/h1-7,11,14H,15H2",MEMATVOLWOLVOM-UHFFFAOYSA-N,NC1=C2C3C(C=CC2=CC4=CC=CC=C14)O3,,,C14H11NO,209.084063972,2.0204999999999993,0,0,0,BTM00996,BTM00996,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
"InChI=1S/C14H11NO/c15-13-9-4-2-1-3-8(9)7-11-10(13)5-6-12-14(11)16-12/h1-7,12,14H,15H2",ZGHGDLQREIVNQH-UHFFFAOYSA-N,NC1=C2C=CC3C(C2=CC4=CC=CC=C14)O3,,,C14H11NO,209.084063972,2.0204999999999993,0,0,0,BTM00997,BTM00997,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,175,NC1=C2C=CC=CC2=CC3=CC=CC=C13,"InChI=1S/C14H11N/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,15H2",LHNICELDCMPPDE-UHFFFAOYSA-N,,193.0891
