InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C12H12N2O/c1-8(15)14-11-7-3-5-9-4-2-6-10(13)12(9)11/h2-7H,13H2,1H3,(H,14,15)",WIIBXHASGNDGGC-UHFFFAOYSA-N,N(C1=CC=CC2=CC=CC(N)=C12)C(=O)C,,,C12H12N2O,200.094963004,1.4705999999999988,0,0,0,BTM00453,BTM00453,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,192,NC1=CC=CC2=CC=CC(N)=C12,"InChI=1S/C10H10N2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6H,11-12H2",YFOOEYJGMMJJLS-UHFFFAOYSA-N,,158.0843
"InChI=1S/C12H15NO7/c13-5-3-1-2-4-6(5)19-12-9(16)7(14)8(15)10(20-12)11(17)18/h1-4,7-10,12,14-16H,13H2,(H,17,18)",ZVFVTBSWJWONEI-UHFFFAOYSA-N,NC1=CC=CC=C1OC2OC(C(O)C(O)C2O)C(O)=O,,,C12H15NO7,285.08485182,-0.8587999999999996,0,1,1,BTM00454,BTM00454,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,193,NC1=CC=CC=C1O,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",CDAWCLOXVUBKRW-UHFFFAOYSA-N,,109.0527
"InChI=1S/C12H15NO7/c14-6-4-2-1-3-5(6)13-11-9(17)7(15)8(16)10(20-11)12(18)19/h1-4,7-11,13-17H,(H,18,19)",LWHKNDKITUJZTR-UHFFFAOYSA-N,N(C1=CC=CC=C1O)C2OC(C(O)C(O)C2O)C(O)=O,,,C12H15NO7,285.08485182,-0.5544999999999997,1,1,1,BTM00455,BTM00455,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,193,NC1=CC=CC=C1O,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",CDAWCLOXVUBKRW-UHFFFAOYSA-N,,109.0527
"InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",ADVGKWPZRIDURE-UHFFFAOYSA-N,N(C1=CC=CC=C1O)C(=O)C,,,C8H9NO2,151.063328528,0.9139999999999998,0,0,0,BTM00456,BTM00456,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,193,NC1=CC=CC=C1O,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",CDAWCLOXVUBKRW-UHFFFAOYSA-N,,109.0527
"InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",ADVGKWPZRIDURE-UHFFFAOYSA-N,N(C1=CC=CC=C1O)C(=O)C,,,C8H9NO2,151.063328528,0.9139999999999998,0,0,0,BTM00456,BTM00456,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,193,NC1=CC=CC=C1O,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",CDAWCLOXVUBKRW-UHFFFAOYSA-N,,109.0527
"InChI=1S/C12H15NO6S/c14-7-8(15)10(12(17)18)19-11(9(7)16)13-5-3-1-2-4-6(5)20/h1-4,7-11,13-16,20H,(H,17,18)",QQQPCZNTCIXQNX-UHFFFAOYSA-N,N(C1=CC=CC=C1S)C2OC(C(O)C(O)C2O)C(O)=O,,,C12H15NO6S,301.0620082,0.07280000000000042,0,1,1,BTM00457,BTM00457,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,194,NC1=CC=CC=C1S,"InChI=1S/C6H7NS/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",VRVRGVPWCUEOGV-UHFFFAOYSA-N,,125.0299
"InChI=1S/C12H15NO6S/c13-5-3-1-2-4-6(5)20-12-9(16)7(14)8(15)10(19-12)11(17)18/h1-4,7-10,12,14-16H,13H2,(H,17,18)",QJKIKMYIXMXTMH-UHFFFAOYSA-N,NC1=CC=CC=C1SC2OC(C(O)C(O)C2O)C(O)=O,,,C12H15NO6S,301.06200820000004,-0.30059999999999953,0,1,1,BTM00458,BTM00458,Thiol glucuronidation,BTMR0179,EC 2.4.1.17,HUMAN,194,NC1=CC=CC=C1S,"InChI=1S/C6H7NS/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",VRVRGVPWCUEOGV-UHFFFAOYSA-N,,125.0299
"InChI=1S/C12H15NO6S/c13-5-3-1-2-4-6(5)20-12-9(16)7(14)8(15)10(19-12)11(17)18/h1-4,7-10,12,14-16H,13H2,(H,17,18)",QJKIKMYIXMXTMH-UHFFFAOYSA-N,NC1=CC=CC=C1SC2OC(C(O)C(O)C2O)C(O)=O,,,C12H15NO6S,301.06200820000004,-0.30059999999999953,0,1,1,BTM00458,BTM00458,Thiophenol glucuronidation,BTMR0180,EC 2.4.1.17,HUMAN,194,NC1=CC=CC=C1S,"InChI=1S/C6H7NS/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",VRVRGVPWCUEOGV-UHFFFAOYSA-N,,125.0299
"InChI=1S/C8H9NOS/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",LRMIGNJYNHKUPI-UHFFFAOYSA-N,N(C1=CC=CC=C1S)C(=O)C,,,C8H9NOS,167.040484908,1.5412999999999997,0,0,0,BTM00459,BTM00459,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,194,NC1=CC=CC=C1S,"InChI=1S/C6H7NS/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",VRVRGVPWCUEOGV-UHFFFAOYSA-N,,125.0299
"InChI=1S/C8H9NOS/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",LRMIGNJYNHKUPI-UHFFFAOYSA-N,N(C1=CC=CC=C1S)C(=O)C,,,C8H9NOS,167.040484908,1.5412999999999997,0,0,0,BTM00459,BTM00459,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,194,NC1=CC=CC=C1S,"InChI=1S/C6H7NS/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",VRVRGVPWCUEOGV-UHFFFAOYSA-N,,125.0299
"InChI=1S/C16H22N4O6S2/c17-9-3-1-2-4-12(9)28-27-8-11(15(24)19-7-14(22)23)20-13(21)6-5-10(18)16(25)26/h1-4,10-11H,5-8,17-18H2,(H,19,24)(H,20,21)(H,22,23)(H,25,26)",KJJLYVGTWIEDFJ-UHFFFAOYSA-N,NC1=CC=CC=C1SSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,,,C16H22N4O6S2,430.09807642399994,-1.015800000000001,1,2,2,BTM00460,BTM00460,GSH-conjugation of sulfhydryl,BTMR0221,EC 2.5.1.18,HUMAN,194,NC1=CC=CC=C1S,"InChI=1S/C6H7NS/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",VRVRGVPWCUEOGV-UHFFFAOYSA-N,,125.0299
"InChI=1S/C12H14ClNO6/c13-5-1-3-6(4-2-5)14-11-9(17)7(15)8(16)10(20-11)12(18)19/h1-4,7-11,14-17H,(H,18,19)",FVRZMJFWOZLLJU-UHFFFAOYSA-N,N(C1=CC=C(Cl)C=C1)C2OC(C(O)C(O)C2O)C(O)=O,,,C12H14ClNO6,303.050964848,0.5047,0,1,1,BTM00461,BTM00461,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,195,NC1=CC=C(Cl)C=C1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,,127.0188
"InChI=1S/C8H8ClNO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",GGUOCFNAWIODMF-UHFFFAOYSA-N,N(C1=CC=C(Cl)C=C1)C(=O)C,,,C8H8ClNO,169.029441556,1.9731999999999998,0,0,0,BTM00462,BTM00462,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,195,NC1=CC=C(Cl)C=C1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,,127.0188
"InChI=1S/C8H8ClNO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",GGUOCFNAWIODMF-UHFFFAOYSA-N,N(C1=CC=C(Cl)C=C1)C(=O)C,,,C8H8ClNO,169.029441556,1.9731999999999998,0,0,0,BTM00462,BTM00462,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,195,NC1=CC=C(Cl)C=C1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,,127.0188
"InChI=1S/C19H18N2O8/c22-14-15(23)17(19(25)26)29-18(16(14)24)20-10-1-3-12-8(6-10)5-9-7-11(21(27)28)2-4-13(9)12/h1-4,6-7,14-18,20,22-24H,5H2,(H,25,26)",OQGLQBDXUUJACQ-UHFFFAOYSA-N,N(C1=CC=C2C(CC3=CC(=CC=C23)[N+](=O)[O-])=C1)C4OC(C(O)C(O)C4O)C(O)=O,,,C19H18N2O8,402.10631553599995,1.8849000000000011,0,1,1,BTM00463,BTM00463,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,196,NC1=CC=C2C(CC3=CC(=CC=C23)[N+](=O)[O-])=C1,"InChI=1S/C13H10N2O2/c14-10-1-3-12-8(6-10)5-9-7-11(15(16)17)2-4-13(9)12/h1-4,6-7H,5,14H2",IJMROTSXJSMTPW-UHFFFAOYSA-N,,226.0742
"InChI=1S/C15H12N2O3/c1-9(18)16-12-2-4-14-10(7-12)6-11-8-13(17(19)20)3-5-15(11)14/h2-5,7-8H,6H2,1H3,(H,16,18)",SKWHFLFJZQKVIV-UHFFFAOYSA-N,N(C1=CC=C2C(CC3=CC(=CC=C23)[N+](=O)[O-])=C1)C(=O)C,,,C15H12N2O3,268.08479224399997,3.3533999999999997,0,0,0,BTM00464,BTM00464,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,196,NC1=CC=C2C(CC3=CC(=CC=C23)[N+](=O)[O-])=C1,"InChI=1S/C13H10N2O2/c14-10-1-3-12-8(6-10)5-9-7-11(15(16)17)2-4-13(9)12/h1-4,6-7H,5,14H2",IJMROTSXJSMTPW-UHFFFAOYSA-N,,226.0742
"InChI=1S/C12H15ClN2O10S/c13-5-3-4(15-25-26(21,22)23)1-2-6(5)14-11-9(18)7(16)8(17)10(24-11)12(19)20/h1-3,7-11,14-18H,(H,19,20)(H,21,22,23)",KMEIKIXHYPGSLX-UHFFFAOYSA-N,N(C1=CC=C(NOS(=O)(=O)O)C=C1Cl)C2OC(C(O)C(O)C2O)C(O)=O,,,C12H15ClN2O10S,414.0135933600001,-0.2980000000000003,1,1,1,BTM00465,BTM00465,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,197,NC1=CC=C(NOS(=O)(=O)O)C=C1Cl,"InChI=1S/C6H7ClN2O4S/c7-5-3-4(1-2-6(5)8)9-13-14(10,11)12/h1-3,9H,8H2,(H,10,11,12)",SQOKUTNXROYOFH-UHFFFAOYSA-N,,237.9815
"InChI=1S/C8H9ClN2O5S/c1-5(12)10-8-3-2-6(4-7(8)9)11-16-17(13,14)15/h2-4,11H,1H3,(H,10,12)(H,13,14,15)",TVDLBTDXICQZFI-UHFFFAOYSA-N,N(C1=CC=C(NOS(=O)(=O)O)C=C1Cl)C(=O)C,,,C8H9ClN2O5S,279.992070068,1.1704999999999997,0,1,1,BTM00466,BTM00466,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,197,NC1=CC=C(NOS(=O)(=O)O)C=C1Cl,"InChI=1S/C6H7ClN2O4S/c7-5-3-4(1-2-6(5)8)9-13-14(10,11)12/h1-3,9H,8H2,(H,10,11,12)",SQOKUTNXROYOFH-UHFFFAOYSA-N,,237.9815
"InChI=1S/C8H9ClN2O5S/c1-5(12)10-8-3-2-6(4-7(8)9)11-16-17(13,14)15/h2-4,11H,1H3,(H,10,12)(H,13,14,15)",TVDLBTDXICQZFI-UHFFFAOYSA-N,N(C1=CC=C(NOS(=O)(=O)O)C=C1Cl)C(=O)C,,,C8H9ClN2O5S,279.992070068,1.1704999999999997,0,1,1,BTM00466,BTM00466,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,197,NC1=CC=C(NOS(=O)(=O)O)C=C1Cl,"InChI=1S/C6H7ClN2O4S/c7-5-3-4(1-2-6(5)8)9-13-14(10,11)12/h1-3,9H,8H2,(H,10,11,12)",SQOKUTNXROYOFH-UHFFFAOYSA-N,,237.9815
"InChI=1S/C15H16N2O6S/c18-9-10(19)12(14(21)22)23-13(11(9)20)17-15-16-8(6-24-15)7-4-2-1-3-5-7/h1-6,9-13,18-20H,(H,16,17)(H,21,22)",VKDYVXWRQGJUFY-UHFFFAOYSA-N,N(C1=NC(=CS1)C2=CC=CC=C2)C3OC(C(O)C(O)C3O)C(O)=O,,,C15H16N2O6S,352.07290723200003,0.5296000000000005,0,1,1,BTM00467,BTM00467,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,198,NC1=NC(=CS1)C2=CC=CC=C2,"InChI=1S/C9H8N2S/c10-9-11-8(6-12-9)7-4-2-1-3-5-7/h1-6H,(H2,10,11)",PYSJLPAOBIGQPK-UHFFFAOYSA-N,,176.0408
"InChI=1S/C18H16F4N2O6/c19-7-1-5(2-8(20)11(7)23)6-3-9(21)12(10(22)4-6)24-17-15(27)13(25)14(26)16(30-17)18(28)29/h1-4,13-17,24-27H,23H2,(H,28,29)",KUSCBQUDSCRWGC-UHFFFAOYSA-N,N(C1=C(F)C=C(C=C1F)C2=CC(F)=C(N)C(F)=C2)C3OC(C(O)C(O)C3O)C(O)=O,,,C18H16F4N2O6,432.094449112,1.8163000000000005,1,1,1,BTM00468,BTM00468,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,201,NC1=C(F)C=C(C=C1F)C2=CC(F)=C(N)C(F)=C2,"InChI=1S/C12H8F4N2/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,17-18H2",FHDAHNBPYOFJMC-UHFFFAOYSA-N,,256.0623
"InChI=1S/C14H10F4N2O/c1-6(21)20-14-11(17)4-8(5-12(14)18)7-2-9(15)13(19)10(16)3-7/h2-5H,19H2,1H3,(H,20,21)",WOJOXEOWFVGASM-UHFFFAOYSA-N,N(C1=C(F)C=C(C=C1F)C2=CC(F)=C(N)C(F)=C2)C(=O)C,,,C14H10F4N2O,298.07292581999997,3.2847999999999997,0,0,0,BTM00469,BTM00469,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,201,NC1=C(F)C=C(C=C1F)C2=CC(F)=C(N)C(F)=C2,"InChI=1S/C12H8F4N2/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,17-18H2",FHDAHNBPYOFJMC-UHFFFAOYSA-N,,256.0623
"InChI=1S/C14H10F4N2O/c1-6(21)20-14-11(17)4-8(5-12(14)18)7-2-9(15)13(19)10(16)3-7/h2-5H,19H2,1H3,(H,20,21)",WOJOXEOWFVGASM-UHFFFAOYSA-N,N(C1=C(F)C=C(C=C1F)C2=CC(F)=C(N)C(F)=C2)C(=O)C,,,C14H10F4N2O,298.07292581999997,3.2847999999999997,0,0,0,BTM00469,BTM00469,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,201,NC1=C(F)C=C(C=C1F)C2=CC(F)=C(N)C(F)=C2,"InChI=1S/C12H8F4N2/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,17-18H2",FHDAHNBPYOFJMC-UHFFFAOYSA-N,,256.0623
"InChI=1S/C16H21N5O8/c17-13-8-14(19-4-18-13)21(5-20-8)7-2-1-6(28-7)3-27-16-11(24)9(22)10(23)12(29-16)15(25)26/h4-7,9-12,16,22-24H,1-3H2,(H,25,26)(H2,17,18,19)/t6-,7+,9?,10?,11?,12?,16?/m1/s1",IRZYBVUYCSTLKU-NHYFJCMZSA-N,NC1=NC=NC2=C1N=CN2[C@@H]3CC[C@H](COC4OC(C(O)=O)C(C(C4O)O)O)O3,,,C16H21N5O8,411.139012632,-3.301599999999999,1,1,1,BTM00470,BTM00470,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,203,NC1=NC=NC2=C1N=CN2[C@@H]3CC[C@H](CO)O3,"InChI=1S/C10H13N5O2/c11-9-8-10(13-4-12-9)15(5-14-8)7-2-1-6(3-16)17-7/h4-7,16H,1-3H2,(H2,11,12,13)/t6-,7+/m1/s1",WVXRAFOPTSTNLL-RQJHMYQMSA-N,,235.1069
"InChI=1S/C16H21N5O8/c22-3-6-1-2-7(28-6)21-5-19-8-13(17-4-18-14(8)21)20-15-11(25)9(23)10(24)12(29-15)16(26)27/h4-7,9-12,15,22-25H,1-3H2,(H,26,27)(H,17,18,20)/t6-,7+,9?,10?,11?,12?,15?/m1/s1",DTZMCSRHPSPVHQ-BLCSGEGXSA-N,N(C1=NC=NC2=C1N=CN2[C@@H]3CC[C@H](CO)O3)C4OC(C(O)C(O)C4O)C(O)=O,,,C16H21N5O8,411.13901263200006,-3.154799999999999,2,1,1,BTM00471,BTM00471,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,203,NC1=NC=NC2=C1N=CN2[C@@H]3CC[C@H](CO)O3,"InChI=1S/C10H13N5O2/c11-9-8-10(13-4-12-9)15(5-14-8)7-2-1-6(3-16)17-7/h4-7,16H,1-3H2,(H2,11,12,13)/t6-,7+/m1/s1",WVXRAFOPTSTNLL-RQJHMYQMSA-N,,235.1069
"InChI=1S/C10H13N5O5S/c11-9-8-10(13-4-12-9)15(5-14-8)7-2-1-6(20-7)3-19-21(16,17)18/h4-7H,1-3H2,(H2,11,12,13)(H,16,17,18)/t6-,7+/m1/s1",IQCNFSFKOYCFNT-RQJHMYQMSA-N,NC1=NC=NC2=C1N=CN2[C@@H]3CC[C@H](COS(O)(=O)=O)O3,,,C10H13N5O5S,315.06373951600006,-1.7057000000000002,0,0,0,BTM00472,BTM00472,Sulfation of primary alcohol,BTMR0501,EC 2.8.2.2,HUMAN,203,NC1=NC=NC2=C1N=CN2[C@@H]3CC[C@H](CO)O3,"InChI=1S/C10H13N5O2/c11-9-8-10(13-4-12-9)15(5-14-8)7-2-1-6(3-16)17-7/h4-7,16H,1-3H2,(H2,11,12,13)/t6-,7+/m1/s1",WVXRAFOPTSTNLL-RQJHMYQMSA-N,,235.1069
"InChI=1S/C20H22N2O6/c21-13-7-3-11(4-8-13)1-2-12-5-9-14(10-6-12)22-19-17(25)15(23)16(24)18(28-19)20(26)27/h1-10,15-19,22-25H,21H2,(H,26,27)/b2-1+",IKTHFZIWFFRUEM-OWOJBTEDSA-N,N(C1=CC=C(/C=C/C2=CC=C(N)C=C2)C=C1)C3OC(C(O)C(O)C3O)C(O)=O,,,C20H22N2O6,386.14778642399995,1.0799000000000003,1,1,1,BTM00473,BTM00473,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,204,NC1=CC=C(/C=C/C2=CC=C(N)C=C2)C=C1,"InChI=1S/C14H14N2/c15-13-7-3-11(4-8-13)1-2-12-5-9-14(16)10-6-12/h1-10H,15-16H2/b2-1+",KOGDFDWINXIWHI-OWOJBTEDSA-N,,210.1156
"InChI=1S/C16H16N2O/c1-12(19)18-16-10-6-14(7-11-16)3-2-13-4-8-15(17)9-5-13/h2-11H,17H2,1H3,(H,18,19)/b3-2+",ZPHYKKYOFPJGBD-NSCUHMNNSA-N,N(C1=CC=C(/C=C/C2=CC=C(N)C=C2)C=C1)C(=O)C,,,C16H16N2O,252.126263132,2.5483999999999996,0,0,0,BTM00474,BTM00474,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,204,NC1=CC=C(/C=C/C2=CC=C(N)C=C2)C=C1,"InChI=1S/C14H14N2/c15-13-7-3-11(4-8-13)1-2-12-5-9-14(16)10-6-12/h1-10H,15-16H2/b2-1+",KOGDFDWINXIWHI-OWOJBTEDSA-N,,210.1156
"InChI=1S/C16H16N2O/c1-12(19)18-16-10-6-14(7-11-16)3-2-13-4-8-15(17)9-5-13/h2-11H,17H2,1H3,(H,18,19)/b3-2+",ZPHYKKYOFPJGBD-NSCUHMNNSA-N,N(C1=CC=C(/C=C/C2=CC=C(N)C=C2)C=C1)C(=O)C,,,C16H16N2O,252.126263132,2.5483999999999996,0,0,0,BTM00474,BTM00474,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,204,NC1=CC=C(/C=C/C2=CC=C(N)C=C2)C=C1,"InChI=1S/C14H14N2/c15-13-7-3-11(4-8-13)1-2-12-5-9-14(16)10-6-12/h1-10H,15-16H2/b2-1+",KOGDFDWINXIWHI-OWOJBTEDSA-N,,210.1156
"InChI=1S/C17H16N6O8/c24-9-10(25)12(17(27)28)31-16(11(9)26)22-15-8-14(18-5-19-15)21-13(20-8)6-1-3-7(4-2-6)23(29)30/h1-5,9-12,16,24-26H,(H,27,28)(H2,18,19,20,21,22)",IPLUILTWUYWCEH-UHFFFAOYSA-N,N(C1=NC=NC=2N=C(NC12)C3=CC=C(C=C3)[N+]([O-])=O)C4OC(C(O)C(O)C4O)C(O)=O,,,C17H16N6O8,432.102961472,0.13880000000000048,1,1,1,BTM00120,BTM00120,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,51,NC1=NC=NC=2N=C(NC12)C3=CC=C(C=C3)[N+]([O-])=O,"InChI=1S/C11H8N6O2/c12-9-8-11(14-5-13-9)16-10(15-8)6-1-3-7(4-2-6)17(18)19/h1-5H,(H3,12,13,14,15,16)",QJPOCIZCOMVWOR-UHFFFAOYSA-N,,256.0708
"InChI=1S/C18H18N4O6/c19-7-5-11-12(21-9-4-2-1-3-8(9)20-11)6-10(7)22-17-15(25)13(23)14(24)16(28-17)18(26)27/h1-6,13-17,22-25H,19H2,(H,26,27)",YXIZUKACMFZCTB-UHFFFAOYSA-N,N(C1=CC2=NC3=CC=CC=C3N=C2C=C1N)C4OC(C(O)C(O)C4O)C(O)=O,,,C18H18N4O6,386.12263429599994,0.11369999999999919,1,1,1,BTM00475,BTM00475,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,206,NC1=CC2=NC3=CC=CC=C3N=C2C=C1N,"InChI=1S/C12H10N4/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H,13-14H2",VZPGINJWPPHRLS-UHFFFAOYSA-N,,210.0905
"InChI=1S/C14H12N4O/c1-8(19)16-12-7-14-13(6-9(12)15)17-10-4-2-3-5-11(10)18-14/h2-7H,15H2,1H3,(H,16,19)",PRQGEXSWBWMWNJ-UHFFFAOYSA-N,N(C1=CC2=NC3=CC=CC=C3N=C2C=C1N)C(=O)C,,,C14H12N4O,252.101111004,1.5821999999999987,0,0,0,BTM00476,BTM00476,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,206,NC1=CC2=NC3=CC=CC=C3N=C2C=C1N,"InChI=1S/C12H10N4/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H,13-14H2",VZPGINJWPPHRLS-UHFFFAOYSA-N,,210.0905
"InChI=1S/C13H13ClN2O6S/c14-4-1-2-6-5(3-4)12(23-16-6)15-11-9(19)7(17)8(18)10(22-11)13(20)21/h1-3,7-11,15,17-19H,(H,20,21)",UKWPTEVWSSVSAE-UHFFFAOYSA-N,N(C=1SN=C2C=CC(Cl)=CC12)C3OC(C(O)C(O)C3O)C(O)=O,,,C13H13ClN2O6S,360.01828481599995,0.7309999999999994,0,1,1,BTM00477,BTM00477,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,207,NC=1SN=C2C=CC(Cl)=CC12,"InChI=1S/C7H5ClN2S/c8-4-1-2-6-5(3-4)7(9)11-10-6/h1-3H,9H2",MARQFRIVKTVVAD-UHFFFAOYSA-N,,183.9861
"InChI=1S/C22H19N3O7/c23-12-8-15-16(11-4-2-1-3-10(11)12)25-13-6-5-9(7-14(13)31-15)24-21-19(28)17(26)18(27)20(32-21)22(29)30/h1-8,17-21,23-24,26-28H,(H,29,30)",VERZKJUUUGKFOX-UHFFFAOYSA-N,N(C1=CC=C2N=C3C(=CC(=N)C4=CC=CC=C34)OC2=C1)C5OC(C(O)C(O)C5O)C(O)=O,,,C22H19N3O7,437.12229994800003,1.8385999999999991,1,1,1,BTM00478,BTM00478,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,208,NC1=CC=C2N=C3C(=CC(=N)C4=CC=CC=C34)OC2=C1,"InChI=1S/C16H11N3O/c17-9-5-6-13-14(7-9)20-15-8-12(18)10-3-1-2-4-11(10)16(15)19-13/h1-8,18H,17H2",PNEZKPARQSZCID-UHFFFAOYSA-N,,261.0902
"InChI=1S/C18H13N3O2/c1-10(22)20-11-6-7-15-16(8-11)23-17-9-14(19)12-4-2-3-5-13(12)18(17)21-15/h2-9,19H,1H3,(H,20,22)",RBWQBBLNRPWMBM-UHFFFAOYSA-N,N(C1=CC=C2N=C3C(=CC(=N)C4=CC=CC=C34)OC2=C1)C(=O)C,,,C18H13N3O2,303.100776656,3.3070999999999997,0,0,0,BTM00479,BTM00479,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,208,NC1=CC=C2N=C3C(=CC(=N)C4=CC=CC=C34)OC2=C1,"InChI=1S/C16H11N3O/c17-9-5-6-13-14(7-9)20-15-8-12(18)10-3-1-2-4-11(10)16(15)19-13/h1-8,18H,17H2",PNEZKPARQSZCID-UHFFFAOYSA-N,,261.0902
